size,puzzle_id,baseline_solved,corrected_solved,correction_type,attempts,solve_time_ms
9,51,False,False,uncorrectable,9902,185667.5479412079
9,52,False,False,uncorrectable,9903,175967.60988235474
9,53,False,False,uncorrectable,9902,151806.8459033966
9,54,False,False,uncorrectable,9903,147508.14509391785
9,55,False,False,uncorrectable,9902,142311.29717826843
9,56,False,False,uncorrectable,9902,205518.13983917236
9,57,False,False,uncorrectable,9902,148778.09596061707
9,58,False,False,uncorrectable,9902,179254.01186943054
9,59,False,False,uncorrectable,9903,136240.10181427002
9,60,False,False,uncorrectable,9902,148210.61992645264
9,61,False,False,uncorrectable,9902,167137.98785209656
9,62,False,False,uncorrectable,9903,154900.75612068176
9,63,False,False,uncorrectable,9903,234893.70918273926
9,64,False,False,uncorrectable,9902,200434.65113639832
9,65,False,False,uncorrectable,9903,145006.4570903778
9,66,False,False,uncorrectable,9903,145665.94696044922
9,67,False,False,uncorrectable,9903,175557.21783638
9,68,False,False,uncorrectable,9903,156561.1310005188
9,69,False,False,uncorrectable,9902,148656.35991096497
9,70,False,False,uncorrectable,9902,223101.21273994446
9,71,False,False,uncorrectable,9903,206591.9849872589
9,72,False,False,uncorrectable,9903,252602.56695747375
9,73,False,False,uncorrectable,9903,127033.02311897278
9,74,False,False,uncorrectable,9902,224428.1063079834
9,75,False,False,uncorrectable,9903,136855.0226688385
9,76,False,False,uncorrectable,9903,153799.72672462463
9,77,False,False,uncorrectable,9902,167957.94105529785
9,78,False,False,uncorrectable,9902,150756.08134269714
9,79,False,False,uncorrectable,9903,147713.34409713745
9,80,False,False,uncorrectable,9902,141825.80518722534
9,81,False,False,uncorrectable,9903,244713.77897262573
9,82,False,False,uncorrectable,9903,135150.55108070374
9,83,False,False,uncorrectable,9903,154354.5069694519
9,84,False,False,uncorrectable,9903,182073.6267566681
9,85,False,False,uncorrectable,9903,208523.38409423828
9,86,False,False,uncorrectable,9903,220024.24669265747
9,87,False,False,uncorrectable,9903,136583.54830741882
9,88,False,False,uncorrectable,9903,133524.46484565735
9,89,False,False,uncorrectable,9903,152366.6491508484
9,90,False,False,uncorrectable,9903,166653.30505371094
9,91,False,False,uncorrectable,9903,218792.87981987
9,92,False,False,uncorrectable,9902,219248.81291389465
9,93,False,False,uncorrectable,9903,161839.68806266785
9,94,False,False,uncorrectable,9903,150127.16102600098
9,95,False,False,uncorrectable,9903,121687.79587745667
9,96,False,False,uncorrectable,9903,175691.84112548828
9,97,False,False,uncorrectable,9902,189272.47381210327
9,98,False,False,uncorrectable,9903,155738.70420455933
9,99,False,False,uncorrectable,9903,150850.09574890137
