puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_value,true_digit_rank,true_digit_prob,confusion_type,cell_type,digit_errors
39,two,"(10, 12)",75,0.8774819374084473,15,2,0.23144501447677612,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
39,two,"(11, 15)",7,0.8690378665924072,2,2,0.11782804131507874,2->7,single,None
39,two,"(15, 11)",17,0.9904027581214905,11,2,0.01832558587193489,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
40,single,"(2, 9)",94,0.7495756894350052,14,3,0.022383537143468857,14->94 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
40,single,"(6, 12)",5,0.9422580599784851,8,2,0.05107676982879639,8->5,single,None
41,single,"(6, 1)",96,0.749422624707222,16,3,0.022383537143468857,16->96 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
41,single,"(7, 5)",70,0.7952995002269745,10,2,0.4047260582447052,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
41,single,"(13, 3)",19,0.9194283187389374,15,2,0.15637488663196564,15->19 (ones: 5->9),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 9, 'true': 5, 'rank': 2, 'wrong': True}}"
41,single,"(15, 9)",1,0.761813223361969,7,2,0.23776011168956757,7->1,single,None
42,uncorrectable,"(7, 9)",53,0.7787594199180603,5,9,3.414322072044735e-21,5->53 (both digits),double,"{'type': 'both', 'tens': {'predicted': 5, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 3, 'true': 5, 'rank': 2, 'wrong': True}}"
43,single,"(9, 1)",76,0.8773628175258636,16,2,0.23144501447677612,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
43,single,"(10, 4)",18,0.9520150423049927,16,3,0.0023990762419998646,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 3, 'wrong': True}}"
43,single,"(13, 3)",18,0.710834726691246,16,2,0.3926624655723572,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
44,single,"(2, 1)",2,0.7879367768764496,12,2,0.3799899220466614,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
44,single,"(5, 1)",12,0.9955240786075592,11,3,0.0016862787306308746,11->12 (ones: 1->2),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}}"
45,none,"(6, 10)",74,0.9945261776447296,14,2,0.00968034379184246,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
45,none,"(7, 4)",74,0.7952995002269745,14,2,0.4047260582447052,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
45,none,"(8, 8)",76,0.8623180091381073,16,2,0.25391876697540283,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
46,none,"(0, 2)",73,0.8625792264938354,13,2,0.25391876697540283,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
46,none,"(3, 7)",70,0.994521290063858,10,2,0.00968034379184246,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
46,none,"(4, 4)",18,0.7083945721387863,16,2,0.3926624655723572,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
46,none,"(15, 14)",17,0.869902640581131,11,2,0.25512364506721497,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
47,none,"(3, 6)",22,0.9295986890792847,12,4,0.018733946606516838,12->22 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
47,none,"(4, 0)",17,0.8767625987529755,14,2,0.2391263246536255,14->17 (ones: 4->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 4, 'rank': 2, 'wrong': True}}"
48,uncorrectable,"(0, 0)",74,0.8625762462615967,14,2,0.25391876697540283,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
48,uncorrectable,"(0, 2)",19,0.8837330639362335,15,2,0.2316785454750061,15->19 (ones: 5->9),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 9, 'true': 5, 'rank': 2, 'wrong': True}}"
48,uncorrectable,"(1, 1)",21,0.9998303651809692,4,5,4.4004445920453605e-11,4->21 (both digits),double,"{'type': 'both', 'tens': {'predicted': 2, 'true': 0, 'rank': 5, 'wrong': True}, 'ones': {'predicted': 1, 'true': 4, 'rank': 3, 'wrong': True}}"
49,none,"(5, 7)",73,0.9999175071716309,13,2,0.00014206941705197096,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
49,none,"(6, 12)",70,0.7189980745315552,10,2,0.4124326705932617,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
49,none,"(13, 13)",0,0.7879399955272675,10,2,0.3799899220466614,10->0 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
49,none,"(15, 6)",75,0.7565298676490784,15,2,0.30917301774024963,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
50,single,"(8, 2)",17,0.99928879737854,11,2,0.0012761104153469205,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
50,single,"(8, 13)",75,0.9945261180400848,15,2,0.00968034379184246,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
50,single,"(10, 12)",70,0.7565298676490784,10,2,0.30917301774024963,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
50,single,"(12, 11)",4,0.6725546717643738,1,3,0.10538415610790253,1->4,single,None
51,uncorrectable,"(6, 15)",5,0.9422580599784851,8,2,0.05107676982879639,8->5,single,None
51,uncorrectable,"(7, 12)",71,0.7189980745315552,11,2,0.4124326705932617,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
51,uncorrectable,"(14, 3)",4,0.9309933185577393,9,2,0.048016924411058426,9->4,single,None
51,uncorrectable,"(14, 6)",76,0.6466729938983917,16,2,0.4047260582447052,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
52,two,"(1, 14)",2,0.9888719916343689,3,2,0.011127181351184845,3->2,single,None
52,two,"(8, 14)",1,0.999221682548523,7,2,0.0006488091312348843,7->1,single,None
53,none,"(3, 14)",75,0.9966671466827393,15,4,0.0008627657662145793,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
53,none,"(5, 3)",17,0.9031049609184265,11,2,0.1498066931962967,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
53,none,"(13, 4)",73,0.9999175071716309,13,2,0.00014206941705197096,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
53,none,"(15, 7)",22,0.9295986890792847,12,4,0.018733946606516838,12->22 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
54,single,"(10, 10)",4,0.8869906067848206,5,2,0.11300078779459,5->4,single,None
54,single,"(13, 6)",71,0.9854112863540649,11,2,0.00014206941705197096,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
55,uncorrectable,"(5, 10)",1,0.8790453672409058,6,7,0.0002633336989674717,6->1,single,None
55,uncorrectable,"(11, 9)",91,0.749583438038826,11,3,0.022383537143468857,11->91 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
55,uncorrectable,"(13, 9)",70,0.8138586282730103,10,2,0.37129396200180054,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(0, 4)",75,0.908382385969162,15,2,0.10721195489168167,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(3, 0)",57,0.9999999403953552,7,8,1.2142627580474222e-16,7->57 (tens: 0->5),double,"{'type': 'tens', 'tens': {'predicted': 5, 'true': 0, 'rank': 8, 'wrong': True}, 'ones': {'predicted': 7, 'true': 7, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(6, 5)",75,0.9966671466827393,15,4,0.0008627657662145793,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(13, 8)",0,0.9466102123260498,10,2,0.07794619351625443,10->0 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(13, 11)",76,0.8132863640785217,16,2,0.37129396200180054,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
56,uncorrectable,"(15, 14)",71,0.9999175071716309,11,2,0.00014206941705197096,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
57,single,"(2, 13)",15,0.9976530969142914,13,2,0.004693290684372187,13->15 (ones: 3->5),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 5, 'true': 3, 'rank': 2, 'wrong': True}}"
57,single,"(4, 13)",1,0.7879341542720795,11,2,0.3799899220466614,11->1 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
57,single,"(5, 9)",74,0.9945250451564789,14,2,0.00968034379184246,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
58,uncorrectable,"(2, 1)",57,1.0,7,9,1.2144415014380372e-19,7->57 (tens: 0->5),double,"{'type': 'tens', 'tens': {'predicted': 5, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 7, 'true': 7, 'rank': 1, 'wrong': False}}"
58,uncorrectable,"(8, 5)",18,0.8251892626285553,14,2,0.34954947233200073,14->18 (ones: 4->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 4, 'rank': 2, 'wrong': True}}"
58,uncorrectable,"(12, 15)",6,0.8216274380683899,16,5,0.02018873393535614,16->6 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 5, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
59,uncorrectable,"(4, 8)",0,0.7393317818641663,5,2,0.25563839077949524,5->0,single,None
59,uncorrectable,"(6, 12)",76,0.8774755001068115,16,2,0.23144501447677612,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
59,uncorrectable,"(11, 0)",57,1.0,7,9,1.2144415014380372e-19,7->57 (tens: 0->5),double,"{'type': 'tens', 'tens': {'predicted': 5, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 7, 'true': 7, 'rank': 1, 'wrong': False}}"
59,uncorrectable,"(13, 14)",18,0.9828417599201202,16,2,0.022986527532339096,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
60,uncorrectable,"(3, 6)",4,0.9996415376663208,8,2,0.0003545932995621115,8->4,single,None
60,uncorrectable,"(6, 12)",24,0.9295977354049683,14,4,0.018733946606516838,14->24 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
60,uncorrectable,"(10, 8)",12,0.8822161555290222,14,2,0.2313975840806961,14->12 (ones: 4->2),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 2, 'true': 4, 'rank': 2, 'wrong': True}}"
60,uncorrectable,"(12, 10)",24,0.6902086138725281,14,3,0.25274673104286194,14->24 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
61,uncorrectable,"(5, 2)",13,0.7991200983524323,11,4,0.012945814989507198,11->13 (ones: 1->3),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 3, 'true': 1, 'rank': 4, 'wrong': True}}"
61,uncorrectable,"(9, 3)",17,0.8767808377742767,14,2,0.2391263246536255,14->17 (ones: 4->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 4, 'rank': 2, 'wrong': True}}"
61,uncorrectable,"(10, 7)",9,0.5926827192306519,3,2,0.3546466827392578,3->9,single,None
61,uncorrectable,"(11, 1)",2,0.9888719916343689,3,2,0.011127181351184845,3->2,single,None
61,uncorrectable,"(15, 4)",14,0.9997121393680573,16,3,4.881765926256776e-05,16->14 (ones: 6->4),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 4, 'true': 6, 'rank': 3, 'wrong': True}}"
62,two,"(6, 1)",90,0.7495817095041275,10,3,0.022383537143468857,10->90 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
62,two,"(8, 12)",11,0.8534258902072906,16,3,0.03734105825424194,16->11 (ones: 6->1),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 1, 'true': 6, 'rank': 3, 'wrong': True}}"
62,two,"(13, 7)",6,0.9999388456344604,4,2,5.9858502936549485e-05,4->6,single,None
62,two,"(15, 4)",95,0.749583438038826,15,3,0.022383537143468857,15->95 (tens: 1->9),double,"{'type': 'tens', 'tens': {'predicted': 9, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
63,uncorrectable,"(1, 8)",1,0.999221682548523,7,2,0.0006488091312348843,7->1,single,None
63,uncorrectable,"(2, 4)",4,0.9324840903282166,11,12,0.0,11->4,single,None
63,uncorrectable,"(13, 0)",15,0.9976530373096466,13,2,0.004693290684372187,13->15 (ones: 3->5),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 5, 'true': 3, 'rank': 2, 'wrong': True}}"
63,uncorrectable,"(14, 0)",17,0.8767826855182648,14,2,0.2391263246536255,14->17 (ones: 4->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 4, 'rank': 2, 'wrong': True}}"
64,uncorrectable,"(7, 3)",15,0.9742628037929535,13,2,0.05074138194322586,13->15 (ones: 3->5),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 5, 'true': 3, 'rank': 2, 'wrong': True}}"
64,uncorrectable,"(7, 11)",74,0.7952995002269745,14,2,0.4047260582447052,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
64,uncorrectable,"(12, 6)",17,0.9564042687416077,6,11,2.868300795933335e-20,6->17 (both digits),double,"{'type': 'both', 'tens': {'predicted': 1, 'true': 0, 'rank': 6, 'wrong': True}, 'ones': {'predicted': 7, 'true': 6, 'rank': 11, 'wrong': True}}"
64,uncorrectable,"(13, 4)",20,0.9295986890792847,10,4,0.018733946606516838,10->20 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
65,uncorrectable,"(10, 4)",10,0.9515897631645203,4,9,1.0798478083939855e-10,4->10 (both digits),double,"{'type': 'both', 'tens': {'predicted': 1, 'true': 0, 'rank': 9, 'wrong': True}, 'ones': {'predicted': 0, 'true': 4, 'rank': 2, 'wrong': True}}"
66,none,"(8, 12)",72,0.908382385969162,12,2,0.10721195489168167,12->72 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
66,none,"(9, 15)",18,0.9828417599201202,16,2,0.022986527532339096,16->18 (ones: 6->8),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 8, 'true': 6, 'rank': 2, 'wrong': True}}"
67,single,"(6, 6)",75,0.9999175071716309,15,2,0.00014206941705197096,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
67,single,"(7, 8)",71,0.8625658750534058,11,2,0.25391876697540283,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
67,single,"(10, 5)",76,0.9963352978229523,16,2,0.004705382045358419,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
67,single,"(11, 8)",73,0.7564079463481903,13,2,0.30917301774024963,13->73 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
67,single,"(15, 14)",5,0.7902407050132751,9,2,0.20972169935703278,9->5,single,None
68,none,"(6, 4)",74,0.9945261776447296,14,2,0.00968034379184246,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
68,none,"(9, 11)",71,0.9998971819877625,11,2,0.00014206941705197096,11->71 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(0, 12)",23,0.6902086138725281,13,3,0.25274673104286194,13->23 (tens: 1->2),double,"{'type': 'tens', 'tens': {'predicted': 2, 'true': 1, 'rank': 3, 'wrong': True}, 'ones': {'predicted': 3, 'true': 3, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(1, 12)",70,0.8625792264938354,10,2,0.25391876697540283,10->70 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 0, 'true': 0, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(2, 11)",72,0.9966671466827393,12,4,0.0008627657662145793,12->72 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(3, 15)",2,0.9466102123260498,12,2,0.07794619351625443,12->2 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 2, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(7, 11)",17,0.7963403165340424,11,2,0.28355175256729126,11->17 (ones: 1->7),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}}"
69,uncorrectable,"(10, 13)",76,0.7189470529556274,16,2,0.4124326705932617,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
69,uncorrectable,"(10, 14)",2,0.7199141383171082,8,2,0.27992182970046997,8->2,single,None
69,uncorrectable,"(11, 10)",4,0.8780425786972046,11,12,0.0,11->4,single,None
70,two,"(1, 0)",12,0.9986349642276764,16,3,0.00041091724415309727,16->12 (ones: 6->2),double,"{'type': 'ones', 'tens': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}, 'ones': {'predicted': 2, 'true': 6, 'rank': 3, 'wrong': True}}"
70,two,"(5, 14)",4,0.6725546717643738,1,3,0.10538415610790253,1->4,single,None
70,two,"(7, 8)",76,0.9998707175254822,16,2,0.00014206941705197096,16->76 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 6, 'true': 6, 'rank': 1, 'wrong': False}}"
70,two,"(15, 0)",74,0.9949520826339722,14,4,0.0008627657662145793,14->74 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 4, 'true': 4, 'rank': 1, 'wrong': False}}"
71,single,"(2, 4)",75,0.9966671466827393,15,4,0.0008627657662145793,15->75 (tens: 1->7),double,"{'type': 'tens', 'tens': {'predicted': 7, 'true': 1, 'rank': 4, 'wrong': True}, 'ones': {'predicted': 5, 'true': 5, 'rank': 1, 'wrong': False}}"
71,single,"(5, 11)",7,0.7640535831451416,3,2,0.18058179318904877,3->7,single,None
72,single,"(9, 10)",7,0.897294819355011,1,2,0.10265998542308807,1->7,single,None
72,single,"(11, 9)",1,0.9466100335121155,11,2,0.07794619351625443,11->1 (tens: 1->0),double,"{'type': 'tens', 'tens': {'predicted': 0, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 1, 'true': 1, 'rank': 1, 'wrong': False}}"
73,uncorrectable,"(0, 8)",72,0.8085522055625916,16,7,2.1603005734505132e-05,16->72 (both digits),double,"{'type': 'both', 'tens': {'predicted': 7, 'true': 1, 'rank': 2, 'wrong': True}, 'ones': {'predicted': 2, 'true': 6, 'rank': 7, 'wrong': True}}"
