puzzle_type,puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_digit,true_digit_rank,true_digit_prob,confusion_type,full_ranking
hexasudoku_16x16,25,uncorrectable,"(10, 3)",9,0.5467779636383057,16,2,0.44446656107902527,G->9,"[(9, 0.5467779636383057), (16, 0.44446656107902527), (15, 0.008617604151368141), (4, 7.949542487040162e-05), (10, 3.974071660195477e-05)]"
hexasudoku_16x16,27,two,"(4, 3)",3,0.8196648359298706,8,2,0.18010112643241882,8->3,"[(3, 0.8196648359298706), (8, 0.18010112643241882), (11, 0.0001364948257105425), (6, 8.88049034983851e-05), (2, 8.71344036568189e-06)]"
hexasudoku_16x16,27,two,"(9, 3)",6,0.9686019420623779,11,2,0.028837410733103752,B->6,"[(6, 0.9686019420623779), (11, 0.028837410733103752), (16, 0.0025577822234481573), (5, 2.7048699848819524e-06), (8, 1.826225286549743e-07)]"
hexasudoku_16x16,28,two,"(6, 8)",12,0.7250586748123169,14,2,0.27494126558303833,E->C,"[(12, 0.7250586748123169), (14, 0.27494126558303833), (2, 6.889155478723152e-12), (15, 4.933854106520252e-12), (16, 1.108737017127548e-12)]"
hexasudoku_16x16,28,two,"(14, 7)",12,0.9989151954650879,10,2,0.0009837313555181026,A->C,"[(12, 0.9989151954650879), (10, 0.0009837313555181026), (6, 8.577270637033507e-05), (16, 1.52564289237489e-05), (14, 3.829926242815418e-08)]"
hexasudoku_16x16,29,two,"(4, 6)",8,0.9629133939743042,16,2,0.037086550146341324,G->8,"[(8, 0.9629133939743042), (16, 0.037086550146341324), (5, 1.232459789199435e-14), (9, 1.3179790473065673e-17), (15, 8.270350287652183e-19)]"
hexasudoku_16x16,29,two,"(5, 9)",1,0.9661766886711121,15,2,0.03361367806792259,F->1,"[(1, 0.9661766886711121), (15, 0.03361367806792259), (12, 0.0001888077094918117), (4, 8.447430445812643e-06), (9, 4.602680292009609e-06)]"
hexasudoku_16x16,29,two,"(11, 13)",3,0.9539233446121216,5,2,0.04607655107975006,5->3,"[(3, 0.9539233446121216), (5, 0.04607655107975006), (9, 1.2283996397854935e-07), (8, 2.2412331546206588e-08), (16, 2.3564732387626464e-09)]"
hexasudoku_16x16,30,single,"(13, 3)",15,0.8555360436439514,10,2,0.14445310831069946,A->F,"[(15, 0.8555360436439514), (10, 0.14445310831069946), (4, 5.605486876447685e-06), (12, 4.048241862619761e-06), (16, 6.307622015810921e-07)]"
hexasudoku_16x16,31,uncorrectable,"(4, 6)",5,0.5636612176895142,15,6,3.195997851435095e-05,F->5,"[(5, 0.5636612176895142), (16, 0.4328394830226898), (9, 0.0029456394258886576), (7, 0.0004686372703872621), (3, 5.305311788106337e-05)]"
hexasudoku_16x16,31,uncorrectable,"(15, 13)",1,0.6383087038993835,7,2,0.3616911768913269,7->1,"[(1, 0.6383087038993835), (7, 0.3616911768913269), (9, 1.2673554294906353e-07), (4, 2.2605327387736907e-08), (12, 5.796300328597681e-09)]"
hexasudoku_16x16,32,uncorrectable,"(4, 6)",8,0.5729327201843262,16,2,0.42384400963783264,G->8,"[(8, 0.5729327201843262), (16, 0.42384400963783264), (5, 0.000919572077691555), (13, 0.0009067652863450348), (9, 0.0005060684052295983)]"
hexasudoku_16x16,32,uncorrectable,"(7, 5)",2,0.9209631085395813,11,4,0.011434733867645264,B->2,"[(2, 0.9209631085395813), (8, 0.04657787084579468), (3, 0.012425669468939304), (11, 0.011434733867645264), (10, 0.00810197088867426)]"
hexasudoku_16x16,32,uncorrectable,"(8, 4)",10,0.9307771921157837,13,2,0.0692225769162178,D->A,"[(10, 0.9307771921157837), (13, 0.0692225769162178), (12, 1.3782445762444695e-07), (1, 1.0243005732490928e-07), (4, 1.1381431797019559e-08)]"
hexasudoku_16x16,33,single,"(5, 4)",4,0.5272570252418518,13,3,0.13433489203453064,D->4,"[(4, 0.5272570252418518), (15, 0.23557394742965698), (13, 0.13433489203453064), (1, 0.10268562287092209), (2, 9.46946965996176e-05)]"
hexasudoku_16x16,33,single,"(9, 15)",2,0.7373161315917969,15,11,2.8455491474232986e-07,F->2,"[(2, 0.7373161315917969), (10, 0.247013121843338), (16, 0.007906634360551834), (13, 0.007448212243616581), (11, 0.00020788874826394022)]"
hexasudoku_16x16,34,uncorrectable,"(1, 9)",14,0.7716984152793884,11,2,0.21941955387592316,B->E,"[(14, 0.7716984152793884), (11, 0.21941955387592316), (16, 0.00701430207118392), (10, 0.0018198670586571097), (13, 3.47696004610043e-05)]"
hexasudoku_16x16,34,uncorrectable,"(9, 10)",8,0.9922341108322144,16,2,0.007765858434140682,G->8,"[(8, 0.9922341108322144), (16, 0.007765858434140682), (11, 6.22244131220917e-11), (5, 2.047767684587587e-11), (6, 1.0235841037611881e-12)]"
hexasudoku_16x16,34,uncorrectable,"(13, 9)",4,0.9524948596954346,15,2,0.046676479279994965,F->4,"[(4, 0.9524948596954346), (15, 0.046676479279994965), (1, 0.0008221851312555373), (7, 5.153269285074202e-06), (14, 7.185323624980811e-07)]"
hexasudoku_16x16,35,uncorrectable,"(2, 4)",14,0.9999916553497314,16,2,8.352129952982068e-06,G->E,"[(14, 0.9999916553497314), (16, 8.352129952982068e-06), (15, 2.6213784920514627e-08), (2, 2.1224398238928188e-08), (8, 2.1203345745846036e-09)]"
hexasudoku_16x16,35,uncorrectable,"(2, 12)",8,0.5852668285369873,14,2,0.25692635774612427,E->8,"[(8, 0.5852668285369873), (14, 0.25692635774612427), (11, 0.15298020839691162), (10, 0.002558761043474078), (16, 0.0015260187210515141)]"
hexasudoku_16x16,35,uncorrectable,"(4, 4)",12,0.8942220211029053,14,2,0.1057780459523201,E->C,"[(12, 0.8942220211029053), (14, 0.1057780459523201), (2, 5.881810039021218e-10), (16, 3.7556230347846054e-10), (13, 3.4849634289457754e-10)]"
hexasudoku_16x16,35,uncorrectable,"(5, 0)",4,0.5648240447044373,9,2,0.29849663376808167,9->4,"[(4, 0.5648240447044373), (9, 0.29849663376808167), (8, 0.1366773545742035), (1, 1.819754515963723e-06), (16, 1.0462102295605291e-07)]"
hexasudoku_16x16,35,uncorrectable,"(7, 3)",8,0.9629133939743042,16,2,0.037086550146341324,G->8,"[(8, 0.9629133939743042), (16, 0.037086550146341324), (5, 1.232459789199435e-14), (9, 1.3179790473065673e-17), (15, 8.270350287652183e-19)]"
hexasudoku_16x16,35,uncorrectable,"(7, 9)",4,0.9914449453353882,9,2,0.008505958132445812,9->4,"[(4, 0.9914449453353882), (9, 0.008505958132445812), (1, 4.496270776144229e-05), (8, 4.152099791099317e-06), (7, 3.1648126341821126e-09)]"
hexasudoku_16x16,36,two,"(5, 9)",10,0.9914813041687012,13,2,0.008518255315721035,D->A,"[(10, 0.9914813041687012), (13, 0.008518255315721035), (14, 2.594741488337604e-07), (11, 2.465368709181348e-07), (16, 1.3671964005368409e-08)]"
hexasudoku_16x16,36,two,"(10, 6)",11,0.8800198435783386,13,3,0.011583831161260605,D->B,"[(11, 0.8800198435783386), (8, 0.0910671129822731), (13, 0.011583831161260605), (15, 0.01063056942075491), (16, 0.005459229461848736)]"
hexasudoku_16x16,37,uncorrectable,"(5, 5)",3,0.8196648359298706,8,2,0.18010112643241882,8->3,"[(3, 0.8196648359298706), (8, 0.18010112643241882), (11, 0.0001364948257105425), (6, 8.88049034983851e-05), (2, 8.71344036568189e-06)]"
hexasudoku_16x16,37,uncorrectable,"(9, 7)",11,0.8800198435783386,13,3,0.011583831161260605,D->B,"[(11, 0.8800198435783386), (8, 0.0910671129822731), (13, 0.011583831161260605), (15, 0.01063056942075491), (16, 0.005459229461848736)]"
hexasudoku_16x16,37,uncorrectable,"(12, 3)",16,0.9706045389175415,10,2,0.029395319521427155,A->G,"[(16, 0.9706045389175415), (10, 0.029395319521427155), (9, 9.15454734240484e-08), (4, 3.84571020861646e-12), (14, 3.292069850231727e-13)]"
hexasudoku_16x16,38,single,"(12, 10)",9,0.5124680995941162,16,2,0.4875265061855316,G->9,"[(9, 0.5124680995941162), (16, 0.4875265061855316), (7, 5.216402314545121e-06), (10, 8.604035173220836e-08), (3, 7.57855378452632e-09)]"
hexasudoku_16x16,39,two,"(14, 12)",9,0.7016748189926147,16,2,0.2913864552974701,G->9,"[(9, 0.7016748189926147), (16, 0.2913864552974701), (10, 0.006894639227539301), (8, 2.7386176952859387e-05), (4, 8.11061545391567e-06)]"
hexasudoku_16x16,39,two,"(15, 3)",2,0.9907602071762085,10,2,0.00771024776622653,A->2,"[(2, 0.9907602071762085), (10, 0.00771024776622653), (13, 0.0015296217752620578), (12, 9.591864191804689e-09), (16, 9.098090281156601e-09)]"
hexasudoku_16x16,41,uncorrectable,"(0, 2)",2,0.9209631085395813,11,4,0.011434733867645264,B->2,"[(2, 0.9209631085395813), (8, 0.04657787084579468), (3, 0.012425669468939304), (11, 0.011434733867645264), (10, 0.00810197088867426)]"
hexasudoku_16x16,41,uncorrectable,"(6, 1)",6,0.8999758958816528,16,2,0.10002406686544418,G->6,"[(6, 0.8999758958816528), (16, 0.10002406686544418), (5, 4.163745792595819e-09), (8, 2.5610121662245078e-11), (11, 1.612839549414158e-11)]"
hexasudoku_16x16,41,uncorrectable,"(6, 15)",13,0.9993213415145874,10,2,0.0006520632305182517,A->D,"[(13, 0.9993213415145874), (10, 0.0006520632305182517), (16, 2.660589052538853e-05), (14, 2.2364622154213976e-08), (8, 4.548155185801761e-10)]"
hexasudoku_16x16,41,uncorrectable,"(9, 14)",2,0.5373959541320801,7,2,0.4621039927005768,7->2,"[(2, 0.5373959541320801), (7, 0.4621039927005768), (1, 0.0004970679874531925), (3, 2.8907495561725227e-06), (12, 1.0354018087355144e-07)]"
hexasudoku_16x16,41,uncorrectable,"(9, 15)",12,0.9942814111709595,14,2,0.00571857625618577,E->C,"[(12, 0.9942814111709595), (14, 0.00571857625618577), (16, 1.3920245400811382e-08), (6, 2.138613452995486e-10), (10, 1.320900472334685e-10)]"
hexasudoku_16x16,41,uncorrectable,"(13, 9)",8,0.596651017665863,16,7,0.006892510689795017,G->8,"[(8, 0.596651017665863), (5, 0.20641851425170898), (11, 0.08418730646371841), (4, 0.03736088424921036), (1, 0.032669246196746826)]"
hexasudoku_16x16,42,uncorrectable,"(6, 11)",7,0.9861467480659485,3,2,0.011553128249943256,3->7,"[(7, 0.9861467480659485), (3, 0.011553128249943256), (5, 0.002274939324706793), (1, 2.2791109586250968e-05), (2, 1.8936333390229265e-06)]"
hexasudoku_16x16,42,uncorrectable,"(8, 4)",9,0.7016748189926147,16,2,0.2913864552974701,G->9,"[(9, 0.7016748189926147), (16, 0.2913864552974701), (10, 0.006894639227539301), (8, 2.7386176952859387e-05), (4, 8.11061545391567e-06)]"
hexasudoku_16x16,42,uncorrectable,"(15, 2)",12,0.867540180683136,14,2,0.13245974481105804,E->C,"[(12, 0.867540180683136), (14, 0.13245974481105804), (10, 6.65819710476967e-09), (2, 4.472515247044839e-09), (15, 3.775319168397573e-09)]"
hexasudoku_16x16,44,uncorrectable,"(5, 2)",12,0.9749855399131775,14,2,0.02501443400979042,E->C,"[(12, 0.9749855399131775), (14, 0.02501443400979042), (16, 1.2864068317519628e-11), (10, 3.283072327452813e-13), (6, 1.3514883656640109e-13)]"
hexasudoku_16x16,44,uncorrectable,"(14, 9)",12,0.9999786615371704,14,2,2.129399945260957e-05,E->C,"[(12, 0.9999786615371704), (14, 2.129399945260957e-05), (16, 1.147075767704564e-08), (13, 7.77623937464611e-11), (6, 4.7345630888040446e-11)]"
hexasudoku_16x16,44,uncorrectable,"(15, 13)",12,0.8846973180770874,6,2,0.11511172354221344,6->C,"[(12, 0.8846973180770874), (6, 0.11511172354221344), (4, 0.00018218242621514946), (14, 3.384954197827028e-06), (1, 3.2609991649223957e-06)]"
hexasudoku_16x16,45,uncorrectable,"(13, 2)",6,0.9697942733764648,16,2,0.030205687507987022,G->6,"[(6, 0.9697942733764648), (16, 0.030205687507987022), (8, 4.986987489630224e-10), (5, 1.834400131794922e-10), (12, 2.135404266606633e-12)]"
hexasudoku_16x16,45,uncorrectable,"(13, 14)",10,0.9914813041687012,13,2,0.008518255315721035,D->A,"[(10, 0.9914813041687012), (13, 0.008518255315721035), (14, 2.594741488337604e-07), (11, 2.465368709181348e-07), (16, 1.3671964005368409e-08)]"
hexasudoku_16x16,45,uncorrectable,"(14, 6)",8,0.5852668285369873,14,2,0.25692635774612427,E->8,"[(8, 0.5852668285369873), (14, 0.25692635774612427), (11, 0.15298020839691162), (10, 0.002558761043474078), (16, 0.0015260187210515141)]"
hexasudoku_16x16,46,uncorrectable,"(6, 5)",5,0.6317145228385925,15,2,0.36826804280281067,F->5,"[(5, 0.6317145228385925), (15, 0.36826804280281067), (16, 1.4378644664247986e-05), (9, 1.267097673007811e-06), (8, 1.1002920246028225e-06)]"
hexasudoku_16x16,46,uncorrectable,"(11, 9)",4,0.31016018986701965,16,5,0.04840421676635742,G->4,"[(4, 0.31016018986701965), (7, 0.3086144030094147), (1, 0.23416517674922943), (8, 0.06324832886457443), (16, 0.04840421676635742)]"
hexasudoku_16x16,47,uncorrectable,"(13, 2)",1,0.9999992847442627,14,14,5.972538498930929e-18,E->1,"[(1, 0.9999992847442627), (12, 7.296034141290875e-07), (15, 1.0474653089342922e-10), (7, 8.189815492443131e-11), (5, 5.871208033636499e-12)]"
hexasudoku_16x16,48,uncorrectable,"(3, 15)",15,0.9173768758773804,11,2,0.0761488676071167,B->F,"[(15, 0.9173768758773804), (11, 0.0761488676071167), (12, 0.003276430768892169), (13, 0.0021043801680207253), (4, 0.0006775332731194794)]"
hexasudoku_16x16,48,uncorrectable,"(4, 3)",7,0.9924259185791016,15,3,3.5452894735499285e-06,F->7,"[(7, 0.9924259185791016), (4, 0.007570461370050907), (15, 3.5452894735499285e-06), (9, 3.364980827313957e-08), (10, 1.808369987088554e-08)]"
hexasudoku_16x16,48,uncorrectable,"(4, 9)",3,0.8196648359298706,8,2,0.18010112643241882,8->3,"[(3, 0.8196648359298706), (8, 0.18010112643241882), (11, 0.0001364948257105425), (6, 8.88049034983851e-05), (2, 8.71344036568189e-06)]"
hexasudoku_16x16,49,single,"(15, 10)",9,0.7879969477653503,16,2,0.21200257539749146,G->9,"[(9, 0.7879969477653503), (16, 0.21200257539749146), (7, 2.7029975058212585e-07), (4, 1.9740315337912762e-07), (3, 9.222056007729407e-09)]"
hexasudoku_16x16,50,uncorrectable,"(0, 2)",9,0.645585298538208,8,2,0.3544122278690338,8->9,"[(9, 0.645585298538208), (8, 0.3544122278690338), (16, 1.947413693415001e-06), (4, 4.924889367430296e-07), (6, 3.00636564531942e-08)]"
hexasudoku_16x16,50,uncorrectable,"(3, 2)",7,0.9861467480659485,3,2,0.011553128249943256,3->7,"[(7, 0.9861467480659485), (3, 0.011553128249943256), (5, 0.002274939324706793), (1, 2.2791109586250968e-05), (2, 1.8936333390229265e-06)]"
hexasudoku_16x16,50,uncorrectable,"(4, 9)",9,0.9257360100746155,5,2,0.07417023926973343,5->9,"[(9, 0.9257360100746155), (5, 0.07417023926973343), (16, 9.230444993590936e-05), (8, 1.0686945870475029e-06), (3, 3.3819941336332704e-07)]"
hexasudoku_16x16,50,uncorrectable,"(8, 15)",1,0.9788875579833984,7,2,0.021103443577885628,7->1,"[(1, 0.9788875579833984), (7, 0.021103443577885628), (2, 8.60052114148857e-06), (9, 3.9324697809206555e-07), (8, 3.6137045356099406e-08)]"
hexasudoku_16x16,50,uncorrectable,"(10, 3)",9,0.9961490631103516,16,2,0.00384489051066339,G->9,"[(9, 0.9961490631103516), (16, 0.00384489051066339), (4, 6.048396699043224e-06), (10, 8.92369911298374e-09), (7, 1.4182393037742713e-09)]"
hexasudoku_16x16,50,uncorrectable,"(13, 4)",7,0.8093089461326599,8,2,0.18455035984516144,8->7,"[(7, 0.8093089461326599), (8, 0.18455035984516144), (2, 0.005448088049888611), (4, 0.0006821283604949713), (9, 9.15615055419039e-06)]"
hexasudoku_16x16,51,uncorrectable,"(0, 5)",16,0.9997405409812927,12,2,0.00022746945614926517,C->G,"[(16, 0.9997405409812927), (12, 0.00022746945614926517), (10, 3.190164716215804e-05), (13, 1.3715027724625628e-10), (14, 3.563307288123596e-11)]"
hexasudoku_16x16,51,uncorrectable,"(2, 2)",3,0.8188631534576416,5,2,0.18107622861862183,5->3,"[(3, 0.8188631534576416), (5, 0.18107622861862183), (8, 3.909146471414715e-05), (9, 2.1329440642148256e-05), (2, 9.406964807112672e-08)]"
hexasudoku_16x16,51,uncorrectable,"(8, 14)",4,0.6786404252052307,9,2,0.3213595151901245,9->4,"[(4, 0.6786404252052307), (9, 0.3213595151901245), (8, 2.571597690348426e-08), (16, 8.622899269616902e-12), (1, 1.1744966978144422e-12)]"
hexasudoku_16x16,51,uncorrectable,"(10, 7)",12,0.9904888868331909,16,4,0.0005727391690015793,G->C,"[(12, 0.9904888868331909), (6, 0.007513921707868576), (5, 0.0013955461326986551), (16, 0.0005727391690015793), (2, 1.1295193871774245e-05)]"
hexasudoku_16x16,52,uncorrectable,"(0, 14)",10,0.5742647051811218,14,2,0.42482301592826843,E->A,"[(10, 0.5742647051811218), (14, 0.42482301592826843), (16, 0.0004634465149138123), (12, 0.00033409640309400856), (13, 0.00010513661982258782)]"
hexasudoku_16x16,52,uncorrectable,"(11, 0)",10,0.9574490189552307,16,3,0.0073376488871872425,G->A,"[(10, 0.9574490189552307), (15, 0.03511948138475418), (16, 0.0073376488871872425), (11, 9.114215936278924e-05), (4, 2.6904376682068687e-06)]"
hexasudoku_16x16,53,single,"(10, 1)",4,0.9524948596954346,15,2,0.046676479279994965,F->4,"[(4, 0.9524948596954346), (15, 0.046676479279994965), (1, 0.0008221851312555373), (7, 5.153269285074202e-06), (14, 7.185323624980811e-07)]"
hexasudoku_16x16,54,uncorrectable,"(1, 6)",8,0.9922341108322144,16,2,0.007765858434140682,G->8,"[(8, 0.9922341108322144), (16, 0.007765858434140682), (11, 6.22244131220917e-11), (5, 2.047767684587587e-11), (6, 1.0235841037611881e-12)]"
hexasudoku_16x16,54,uncorrectable,"(10, 8)",12,0.8916817903518677,16,2,0.10831578075885773,G->C,"[(12, 0.8916817903518677), (16, 0.10831578075885773), (5, 2.336619218112901e-06), (6, 7.321875017396451e-08), (14, 9.474627304939531e-09)]"
hexasudoku_16x16,54,uncorrectable,"(14, 5)",9,0.980937659740448,5,2,0.017101949080824852,5->9,"[(9, 0.980937659740448), (5, 0.017101949080824852), (16, 0.0019595695193856955), (3, 7.71087798057124e-07), (8, 9.694685054739693e-09)]"
hexasudoku_16x16,55,single,"(14, 4)",12,0.9322842359542847,16,2,0.05847160890698433,G->C,"[(12, 0.9322842359542847), (16, 0.05847160890698433), (6, 0.009237891994416714), (5, 6.239150934561621e-06), (14, 5.251131796057962e-08)]"
hexasudoku_16x16,56,two,"(1, 7)",1,0.9788875579833984,7,2,0.021103443577885628,7->1,"[(1, 0.9788875579833984), (7, 0.021103443577885628), (2, 8.60052114148857e-06), (9, 3.9324697809206555e-07), (8, 3.6137045356099406e-08)]"
hexasudoku_16x16,56,two,"(10, 13)",14,0.9998700618743896,6,2,0.00012862763833254576,6->E,"[(14, 0.9998700618743896), (6, 0.00012862763833254576), (8, 1.2520205245891702e-06), (12, 1.3255449182736356e-08), (16, 4.11004474898391e-09)]"
hexasudoku_16x16,56,two,"(13, 11)",6,0.9994907379150391,16,2,0.0005089226760901511,G->6,"[(6, 0.9994907379150391), (16, 0.0005089226760901511), (11, 2.986918445913034e-07), (5, 1.927479864605175e-08), (8, 6.9564127791466035e-09)]"
hexasudoku_16x16,57,uncorrectable,"(1, 9)",9,0.645585298538208,8,2,0.3544122278690338,8->9,"[(9, 0.645585298538208), (8, 0.3544122278690338), (16, 1.947413693415001e-06), (4, 4.924889367430296e-07), (6, 3.00636564531942e-08)]"
hexasudoku_16x16,57,uncorrectable,"(1, 11)",9,0.5220454335212708,4,2,0.477946937084198,4->9,"[(9, 0.5220454335212708), (4, 0.477946937084198), (16, 7.291959263966419e-06), (10, 2.5274334802816156e-07), (5, 5.061808039386051e-08)]"
hexasudoku_16x16,57,uncorrectable,"(2, 13)",10,0.9914813041687012,13,2,0.008518255315721035,D->A,"[(10, 0.9914813041687012), (13, 0.008518255315721035), (14, 2.594741488337604e-07), (11, 2.465368709181348e-07), (16, 1.3671964005368409e-08)]"
hexasudoku_16x16,59,uncorrectable,"(0, 10)",12,0.8846973180770874,6,2,0.11511172354221344,6->C,"[(12, 0.8846973180770874), (6, 0.11511172354221344), (4, 0.00018218242621514946), (14, 3.384954197827028e-06), (1, 3.2609991649223957e-06)]"
hexasudoku_16x16,59,uncorrectable,"(9, 8)",12,0.7107990384101868,16,2,0.28621548414230347,G->C,"[(12, 0.7107990384101868), (16, 0.28621548414230347), (6, 0.002957751741632819), (14, 1.8068945792037994e-05), (11, 9.06107834452996e-06)]"
hexasudoku_16x16,59,uncorrectable,"(11, 3)",5,0.5567038655281067,8,2,0.4428701102733612,8->5,"[(5, 0.5567038655281067), (8, 0.4428701102733612), (6, 0.0003970651014242321), (9, 1.0845702490769327e-05), (1, 8.708719178684987e-06)]"
hexasudoku_16x16,59,uncorrectable,"(11, 7)",9,0.7016748189926147,16,2,0.2913864552974701,G->9,"[(9, 0.7016748189926147), (16, 0.2913864552974701), (10, 0.006894639227539301), (8, 2.7386176952859387e-05), (4, 8.11061545391567e-06)]"
hexasudoku_16x16,59,uncorrectable,"(13, 14)",8,0.6749264597892761,16,2,0.3250734210014343,G->8,"[(8, 0.6749264597892761), (16, 0.3250734210014343), (11, 6.198131075052515e-08), (13, 5.085710064883786e-12), (9, 3.114357513198107e-12)]"
hexasudoku_16x16,60,uncorrectable,"(1, 15)",5,0.9972364902496338,3,2,0.0025562772061675787,3->5,"[(5, 0.9972364902496338), (3, 0.0025562772061675787), (9, 0.0001986728166230023), (6, 6.734212547598872e-06), (16, 9.920930779117043e-07)]"
hexasudoku_16x16,60,uncorrectable,"(8, 9)",8,0.9575517177581787,6,2,0.022297417744994164,6->8,"[(8, 0.9575517177581787), (6, 0.022297417744994164), (5, 0.02013830468058586), (1, 7.441069101332687e-06), (3, 4.66668689114158e-06)]"
hexasudoku_16x16,60,uncorrectable,"(11, 6)",6,0.7333056926727295,16,2,0.26646363735198975,G->6,"[(6, 0.7333056926727295), (16, 0.26646363735198975), (5, 0.00022091642313171178), (12, 9.75668262981344e-06), (10, 1.330762389173401e-09)]"
hexasudoku_16x16,60,uncorrectable,"(13, 6)",1,0.858181893825531,7,2,0.08506256341934204,7->1,"[(1, 0.858181893825531), (7, 0.08506256341934204), (2, 0.0566667877137661), (8, 6.386576569639146e-05), (3, 1.667200012889225e-05)]"
hexasudoku_16x16,61,single,"(4, 11)",7,0.8093089461326599,8,2,0.18455035984516144,8->7,"[(7, 0.8093089461326599), (8, 0.18455035984516144), (2, 0.005448088049888611), (4, 0.0006821283604949713), (9, 9.15615055419039e-06)]"
hexasudoku_16x16,63,uncorrectable,"(11, 0)",13,0.9993213415145874,10,2,0.0006520632305182517,A->D,"[(13, 0.9993213415145874), (10, 0.0006520632305182517), (16, 2.660589052538853e-05), (14, 2.2364622154213976e-08), (8, 4.548155185801761e-10)]"
hexasudoku_16x16,63,uncorrectable,"(11, 6)",12,0.8497822284698486,11,8,1.3935041920376534e-07,B->C,"[(12, 0.8497822284698486), (15, 0.12824521958827972), (1, 0.014036244712769985), (13, 0.007298433221876621), (5, 0.0006333155906759202)]"
hexasudoku_16x16,64,single,"(6, 0)",6,0.5514926910400391,11,2,0.4484112560749054,B->6,"[(6, 0.5514926910400391), (11, 0.4484112560749054), (4, 8.708667155588046e-05), (5, 8.419012374361046e-06), (16, 3.1509495102000074e-07)]"
hexasudoku_16x16,65,single,"(9, 8)",10,0.5742647051811218,14,2,0.42482301592826843,E->A,"[(10, 0.5742647051811218), (14, 0.42482301592826843), (16, 0.0004634465149138123), (12, 0.00033409640309400856), (13, 0.00010513661982258782)]"
hexasudoku_16x16,66,uncorrectable,"(3, 6)",16,0.9706045389175415,10,2,0.029395319521427155,A->G,"[(16, 0.9706045389175415), (10, 0.029395319521427155), (9, 9.15454734240484e-08), (4, 3.84571020861646e-12), (14, 3.292069850231727e-13)]"
hexasudoku_16x16,66,uncorrectable,"(15, 3)",13,0.9999997615814209,12,2,1.244536775857341e-07,C->D,"[(13, 0.9999997615814209), (12, 1.244536775857341e-07), (10, 6.636427940520662e-08), (1, 1.542037275648056e-09), (4, 1.5846932056515217e-13)]"
hexasudoku_16x16,67,uncorrectable,"(1, 4)",12,0.9982169270515442,2,2,0.0014283566270023584,2->C,"[(12, 0.9982169270515442), (2, 0.0014283566270023584), (10, 0.00022847275249660015), (14, 0.00011550509952940047), (16, 1.0019445653597359e-05)]"
hexasudoku_16x16,67,uncorrectable,"(10, 5)",9,0.5124680995941162,16,2,0.4875265061855316,G->9,"[(9, 0.5124680995941162), (16, 0.4875265061855316), (7, 5.216402314545121e-06), (10, 8.604035173220836e-08), (3, 7.57855378452632e-09)]"
hexasudoku_16x16,67,uncorrectable,"(10, 9)",13,0.9999957084655762,11,3,3.1499414632207845e-08,B->D,"[(13, 0.9999957084655762), (10, 4.269645160093205e-06), (11, 3.1499414632207845e-08), (4, 5.684816506423829e-10), (16, 3.7654337980974617e-10)]"
hexasudoku_16x16,67,uncorrectable,"(12, 0)",7,1.0,15,8,1.2031554138397516e-12,F->7,"[(7, 1.0), (1, 2.5618613896938314e-09), (16, 8.139571239240695e-10), (10, 2.2146875999773386e-10), (13, 2.1545884520968173e-10)]"
hexasudoku_16x16,67,uncorrectable,"(12, 6)",9,0.5467779636383057,16,2,0.44446656107902527,G->9,"[(9, 0.5467779636383057), (16, 0.44446656107902527), (15, 0.008617604151368141), (4, 7.949542487040162e-05), (10, 3.974071660195477e-05)]"
hexasudoku_16x16,68,uncorrectable,"(0, 4)",7,0.646139919757843,4,2,0.274297833442688,4->7,"[(7, 0.646139919757843), (4, 0.274297833442688), (9, 0.06525895744562149), (1, 0.014122312888503075), (2, 0.000120807635539677)]"
hexasudoku_16x16,68,uncorrectable,"(0, 15)",9,0.7879969477653503,16,2,0.21200257539749146,G->9,"[(9, 0.7879969477653503), (16, 0.21200257539749146), (7, 2.7029975058212585e-07), (4, 1.9740315337912762e-07), (3, 9.222056007729407e-09)]"
hexasudoku_16x16,68,uncorrectable,"(1, 14)",3,0.8188631534576416,5,2,0.18107622861862183,5->3,"[(3, 0.8188631534576416), (5, 0.18107622861862183), (8, 3.909146471414715e-05), (9, 2.1329440642148256e-05), (2, 9.406964807112672e-08)]"
hexasudoku_16x16,68,uncorrectable,"(3, 12)",10,0.9307771921157837,13,2,0.0692225769162178,D->A,"[(10, 0.9307771921157837), (13, 0.0692225769162178), (12, 1.3782445762444695e-07), (1, 1.0243005732490928e-07), (4, 1.1381431797019559e-08)]"
hexasudoku_16x16,68,uncorrectable,"(11, 15)",16,0.5968314409255981,15,2,0.4031148850917816,F->G,"[(16, 0.5968314409255981), (15, 0.4031148850917816), (5, 5.108641562401317e-05), (10, 2.179184775741305e-06), (13, 1.8314166538857535e-07)]"
hexasudoku_16x16,69,two,"(3, 9)",10,0.590401291847229,13,2,0.40958842635154724,D->A,"[(10, 0.590401291847229), (13, 0.40958842635154724), (14, 7.833208655938506e-06), (11, 2.0192228475934826e-06), (16, 4.785214855473896e-07)]"
hexasudoku_16x16,69,two,"(8, 11)",11,0.8800198435783386,13,3,0.011583831161260605,D->B,"[(11, 0.8800198435783386), (8, 0.0910671129822731), (13, 0.011583831161260605), (15, 0.01063056942075491), (16, 0.005459229461848736)]"
