puzzle_id,size,image_path,size_detected,size_correct,num_cages_expected,num_cages_detected,solved,solve_time_ms,error_type,error_message
6,7,./board_images/board7_6.png,7,True,18,18,False,454.4050693511963,unsat,Z3 returned UNSAT
7,7,./board_images/board7_7.png,7,True,18,18,False,470.2730178833008,unsat,Z3 returned UNSAT
8,7,./board_images/board7_8.png,7,True,17,17,False,438.25483322143555,unsat,Z3 returned UNSAT
9,7,./board_images/board7_9.png,7,True,19,19,True,628.6890506744385,,
10,7,./board_images/board7_10.png,7,True,20,20,False,444.7031021118164,unsat,Z3 returned UNSAT
11,7,./board_images/board7_11.png,7,True,17,17,False,440.84930419921875,unsat,Z3 returned UNSAT
12,7,./board_images/board7_12.png,7,True,18,18,False,438.86780738830566,unsat,Z3 returned UNSAT
13,7,./board_images/board7_13.png,7,True,18,18,False,477.5080680847168,unsat,Z3 returned UNSAT
14,7,./board_images/board7_14.png,7,True,18,18,False,518.7609195709229,unsat,Z3 returned UNSAT
15,7,./board_images/board7_15.png,7,True,16,16,False,458.6529731750488,unsat,Z3 returned UNSAT
16,7,./board_images/board7_16.png,7,True,18,18,False,456.5250873565674,unsat,Z3 returned UNSAT
17,7,./board_images/board7_17.png,7,True,16,16,False,452.4681568145752,unsat,Z3 returned UNSAT
18,7,./board_images/board7_18.png,7,True,16,16,False,448.4119415283203,unsat,Z3 returned UNSAT
19,7,./board_images/board7_19.png,7,True,18,18,False,453.6929130554199,unsat,Z3 returned UNSAT
20,7,./board_images/board7_20.png,7,True,20,20,False,465.18921852111816,unsat,Z3 returned UNSAT
21,7,./board_images/board7_21.png,7,True,18,18,False,446.93803787231445,unsat,Z3 returned UNSAT
22,7,./board_images/board7_22.png,7,True,18,18,False,438.60602378845215,unsat,Z3 returned UNSAT
23,7,./board_images/board7_23.png,7,True,19,19,False,491.58501625061035,unsat,Z3 returned UNSAT
24,7,./board_images/board7_24.png,7,True,17,17,False,469.64097023010254,unsat,Z3 returned UNSAT
25,7,./board_images/board7_25.png,7,True,20,20,False,465.00182151794434,unsat,Z3 returned UNSAT
26,7,./board_images/board7_26.png,7,True,15,15,False,450.8087635040283,unsat,Z3 returned UNSAT
27,7,./board_images/board7_27.png,7,True,16,16,False,449.5580196380615,unsat,Z3 returned UNSAT
28,7,./board_images/board7_28.png,7,True,19,19,False,459.7299098968506,unsat,Z3 returned UNSAT
29,7,./board_images/board7_29.png,7,True,19,19,False,499.24302101135254,unsat,Z3 returned UNSAT
30,7,./board_images/board7_30.png,7,True,19,19,False,467.64206886291504,unsat,Z3 returned UNSAT
31,7,./board_images/board7_31.png,7,True,18,18,False,440.97089767456055,unsat,Z3 returned UNSAT
32,7,./board_images/board7_32.png,7,True,17,17,False,445.95789909362793,unsat,Z3 returned UNSAT
33,7,./board_images/board7_33.png,7,True,17,17,False,453.45091819763184,unsat,Z3 returned UNSAT
34,7,./board_images/board7_34.png,7,True,18,18,False,443.18628311157227,unsat,Z3 returned UNSAT
35,7,./board_images/board7_35.png,7,True,17,17,False,464.0340805053711,unsat,Z3 returned UNSAT
36,7,./board_images/board7_36.png,7,True,16,16,False,467.00024604797363,unsat,Z3 returned UNSAT
37,7,./board_images/board7_37.png,7,True,17,17,False,464.4467830657959,unsat,Z3 returned UNSAT
38,7,./board_images/board7_38.png,7,True,17,17,False,456.73489570617676,unsat,Z3 returned UNSAT
39,7,./board_images/board7_39.png,7,True,17,17,False,473.0219841003418,unsat,Z3 returned UNSAT
40,7,./board_images/board7_40.png,7,True,17,17,False,522.9010581970215,unsat,Z3 returned UNSAT
41,7,./board_images/board7_41.png,7,True,19,19,False,493.8359260559082,unsat,Z3 returned UNSAT
42,7,./board_images/board7_42.png,7,True,16,16,False,452.1780014038086,unsat,Z3 returned UNSAT
43,7,./board_images/board7_43.png,7,True,19,19,False,449.9051570892334,unsat,Z3 returned UNSAT
44,7,./board_images/board7_44.png,7,True,18,18,False,567.1098232269287,unsat,Z3 returned UNSAT
45,7,./board_images/board7_45.png,7,True,16,16,False,456.49218559265137,unsat,Z3 returned UNSAT
46,7,./board_images/board7_46.png,7,True,16,15,False,469.15602684020996,unsat,Z3 returned UNSAT
47,7,./board_images/board7_47.png,7,True,17,17,False,447.83806800842285,unsat,Z3 returned UNSAT
48,7,./board_images/board7_48.png,7,True,19,19,False,468.2118892669678,unsat,Z3 returned UNSAT
49,7,./board_images/board7_49.png,7,True,18,18,False,456.5081596374512,unsat,Z3 returned UNSAT
50,7,./board_images/board7_50.png,7,True,18,18,False,449.56374168395996,unsat,Z3 returned UNSAT
51,7,./board_images/board7_51.png,7,True,19,19,False,457.9477310180664,unsat,Z3 returned UNSAT
52,7,./board_images/board7_52.png,7,True,16,16,False,511.4860534667969,unsat,Z3 returned UNSAT
53,7,./board_images/board7_53.png,7,True,18,18,True,774.9252319335938,,
54,7,./board_images/board7_54.png,7,True,17,17,False,443.9697265625,unsat,Z3 returned UNSAT
55,7,./board_images/board7_55.png,7,True,18,18,False,448.7428665161133,unsat,Z3 returned UNSAT
56,7,./board_images/board7_56.png,7,True,17,17,False,448.1937885284424,unsat,Z3 returned UNSAT
57,7,./board_images/board7_57.png,7,True,18,18,False,445.92905044555664,unsat,Z3 returned UNSAT
58,7,./board_images/board7_58.png,7,True,17,17,False,460.892915725708,unsat,Z3 returned UNSAT
59,7,./board_images/board7_59.png,7,True,16,16,False,443.82596015930176,unsat,Z3 returned UNSAT
60,7,./board_images/board7_60.png,7,True,17,17,False,459.183931350708,unsat,Z3 returned UNSAT
61,7,./board_images/board7_61.png,7,True,17,17,False,470.48020362854004,unsat,Z3 returned UNSAT
62,7,./board_images/board7_62.png,7,True,18,18,False,448.33874702453613,unsat,Z3 returned UNSAT
63,7,./board_images/board7_63.png,7,True,18,18,False,458.11986923217773,unsat,Z3 returned UNSAT
64,7,./board_images/board7_64.png,7,True,17,17,False,440.02485275268555,unsat,Z3 returned UNSAT
65,7,./board_images/board7_65.png,7,True,18,18,False,447.45707511901855,unsat,Z3 returned UNSAT
66,7,./board_images/board7_66.png,7,True,18,18,False,450.52480697631836,unsat,Z3 returned UNSAT
67,7,./board_images/board7_67.png,7,True,17,17,False,444.5042610168457,unsat,Z3 returned UNSAT
68,7,./board_images/board7_68.png,7,True,19,19,False,482.2120666503906,unsat,Z3 returned UNSAT
69,7,./board_images/board7_69.png,7,True,19,19,False,447.5221633911133,unsat,Z3 returned UNSAT
70,7,./board_images/board7_70.png,7,True,17,17,False,437.2239112854004,unsat,Z3 returned UNSAT
71,7,./board_images/board7_71.png,7,True,18,18,False,460.1452350616455,unsat,Z3 returned UNSAT
72,7,./board_images/board7_72.png,7,True,19,19,False,466.6178226470947,unsat,Z3 returned UNSAT
73,7,./board_images/board7_73.png,7,True,18,18,False,445.2931880950928,unsat,Z3 returned UNSAT
74,7,./board_images/board7_74.png,7,True,18,18,False,454.7607898712158,unsat,Z3 returned UNSAT
75,7,./board_images/board7_75.png,7,True,17,17,False,446.77138328552246,unsat,Z3 returned UNSAT
76,7,./board_images/board7_76.png,7,True,17,17,False,438.38000297546387,unsat,Z3 returned UNSAT
77,7,./board_images/board7_77.png,7,True,17,17,False,437.3319149017334,unsat,Z3 returned UNSAT
78,7,./board_images/board7_78.png,7,True,17,17,False,447.39699363708496,unsat,Z3 returned UNSAT
79,7,./board_images/board7_79.png,7,True,17,17,False,453.81975173950195,unsat,Z3 returned UNSAT
80,7,./board_images/board7_80.png,7,True,19,19,False,444.1070556640625,unsat,Z3 returned UNSAT
81,7,./board_images/board7_81.png,7,True,17,17,False,450.41394233703613,unsat,Z3 returned UNSAT
82,7,./board_images/board7_82.png,7,True,16,16,False,474.3008613586426,unsat,Z3 returned UNSAT
83,7,./board_images/board7_83.png,7,True,17,17,False,483.01219940185547,unsat,Z3 returned UNSAT
84,7,./board_images/board7_84.png,7,True,21,21,False,515.3639316558838,unsat,Z3 returned UNSAT
85,7,./board_images/board7_85.png,7,True,15,15,False,455.34682273864746,unsat,Z3 returned UNSAT
86,7,./board_images/board7_86.png,7,True,21,21,False,457.05699920654297,unsat,Z3 returned UNSAT
87,7,./board_images/board7_87.png,7,True,17,17,False,456.1278820037842,unsat,Z3 returned UNSAT
88,7,./board_images/board7_88.png,7,True,20,20,False,460.986852645874,unsat,Z3 returned UNSAT
89,7,./board_images/board7_89.png,7,True,18,18,False,449.0079879760742,unsat,Z3 returned UNSAT
90,7,./board_images/board7_90.png,7,True,18,18,False,479.3088436126709,unsat,Z3 returned UNSAT
91,7,./board_images/board7_91.png,7,True,17,17,False,471.79293632507324,unsat,Z3 returned UNSAT
92,7,./board_images/board7_92.png,7,True,18,18,False,454.53691482543945,unsat,Z3 returned UNSAT
93,7,./board_images/board7_93.png,7,True,18,18,False,440.14978408813477,unsat,Z3 returned UNSAT
94,7,./board_images/board7_94.png,7,True,17,17,False,449.2971897125244,unsat,Z3 returned UNSAT
95,7,./board_images/board7_95.png,7,True,18,18,False,442.8417682647705,unsat,Z3 returned UNSAT
96,7,./board_images/board7_96.png,7,True,18,18,True,4947.021961212158,,
97,7,./board_images/board7_97.png,7,True,18,18,False,581.7711353302002,unsat,Z3 returned UNSAT
98,7,./board_images/board7_98.png,7,True,18,18,False,518.9669132232666,unsat,Z3 returned UNSAT
99,7,./board_images/board7_99.png,7,True,18,18,False,443.2201385498047,unsat,Z3 returned UNSAT
0,9,./board_images/board9_0.png,9,True,29,29,False,1986.7520332336426,unsat,Z3 returned UNSAT
1,9,./board_images/board9_1.png,9,True,32,32,False,805.840015411377,unsat,Z3 returned UNSAT
2,9,./board_images/board9_2.png,9,True,29,29,False,749.600887298584,unsat,Z3 returned UNSAT
3,9,./board_images/board9_3.png,9,True,29,29,False,742.0811653137207,unsat,Z3 returned UNSAT
4,9,./board_images/board9_4.png,9,True,31,31,False,825.3498077392578,unsat,Z3 returned UNSAT
5,9,./board_images/board9_5.png,9,True,31,31,False,737.2128963470459,unsat,Z3 returned UNSAT
6,9,./board_images/board9_6.png,9,True,29,29,False,743.779182434082,unsat,Z3 returned UNSAT
7,9,./board_images/board9_7.png,9,True,28,28,False,733.0710887908936,unsat,Z3 returned UNSAT
8,9,./board_images/board9_8.png,9,True,32,32,False,791.9907569885254,unsat,Z3 returned UNSAT
9,9,./board_images/board9_9.png,9,True,29,29,False,768.4118747711182,unsat,Z3 returned UNSAT
10,9,./board_images/board9_10.png,9,True,30,30,False,735.4869842529297,unsat,Z3 returned UNSAT
11,9,./board_images/board9_11.png,9,True,30,30,False,732.8660488128662,unsat,Z3 returned UNSAT
12,9,./board_images/board9_12.png,9,True,30,30,False,728.2440662384033,unsat,Z3 returned UNSAT
13,9,./board_images/board9_13.png,9,True,27,27,False,726.4838218688965,unsat,Z3 returned UNSAT
14,9,./board_images/board9_14.png,9,True,30,30,False,742.5861358642578,unsat,Z3 returned UNSAT
15,9,./board_images/board9_15.png,9,True,29,29,False,752.0880699157715,unsat,Z3 returned UNSAT
16,9,./board_images/board9_16.png,9,True,30,30,False,745.2490329742432,unsat,Z3 returned UNSAT
17,9,./board_images/board9_17.png,9,True,28,28,False,739.3028736114502,unsat,Z3 returned UNSAT
18,9,./board_images/board9_18.png,9,True,32,32,False,739.030122756958,unsat,Z3 returned UNSAT
19,9,./board_images/board9_19.png,9,True,31,31,False,720.6449508666992,unsat,Z3 returned UNSAT
20,9,./board_images/board9_20.png,9,True,29,29,False,722.2440242767334,unsat,Z3 returned UNSAT
21,9,./board_images/board9_21.png,9,True,30,30,False,749.7179508209229,unsat,Z3 returned UNSAT
22,9,./board_images/board9_22.png,9,True,30,30,False,757.3802471160889,unsat,Z3 returned UNSAT
23,9,./board_images/board9_23.png,9,True,30,30,False,747.5059032440186,unsat,Z3 returned UNSAT
24,9,./board_images/board9_24.png,9,True,28,28,False,792.4079895019531,unsat,Z3 returned UNSAT
25,9,./board_images/board9_25.png,9,True,29,29,False,743.1869506835938,unsat,Z3 returned UNSAT
26,9,./board_images/board9_26.png,9,True,27,27,False,741.5027618408203,unsat,Z3 returned UNSAT
27,9,./board_images/board9_27.png,9,True,29,29,False,766.2222385406494,unsat,Z3 returned UNSAT
28,9,./board_images/board9_28.png,9,True,30,30,False,747.3337650299072,unsat,Z3 returned UNSAT
29,9,./board_images/board9_29.png,9,True,31,31,False,767.6558494567871,unsat,Z3 returned UNSAT
30,9,./board_images/board9_30.png,9,True,30,30,False,763.50998878479,unsat,Z3 returned UNSAT
31,9,./board_images/board9_31.png,9,True,31,31,False,754.5781135559082,unsat,Z3 returned UNSAT
32,9,./board_images/board9_32.png,9,True,27,27,False,762.9849910736084,unsat,Z3 returned UNSAT
33,9,./board_images/board9_33.png,9,True,29,29,False,764.9741172790527,unsat,Z3 returned UNSAT
34,9,./board_images/board9_34.png,9,True,29,29,False,747.448205947876,unsat,Z3 returned UNSAT
35,9,./board_images/board9_35.png,9,True,31,31,False,736.3021373748779,unsat,Z3 returned UNSAT
36,9,./board_images/board9_36.png,9,True,29,29,False,739.7072315216064,unsat,Z3 returned UNSAT
37,9,./board_images/board9_37.png,9,True,35,35,False,872.9991912841797,unsat,Z3 returned UNSAT
38,9,./board_images/board9_38.png,9,True,30,30,False,763.8840675354004,unsat,Z3 returned UNSAT
39,9,./board_images/board9_39.png,9,True,30,30,False,742.7141666412354,unsat,Z3 returned UNSAT
40,9,./board_images/board9_40.png,9,True,27,27,False,744.5981502532959,unsat,Z3 returned UNSAT
41,9,./board_images/board9_41.png,9,True,29,29,False,741.8889999389648,unsat,Z3 returned UNSAT
42,9,./board_images/board9_42.png,9,True,31,31,False,728.3051013946533,unsat,Z3 returned UNSAT
43,9,./board_images/board9_43.png,9,True,29,29,False,771.9860076904297,unsat,Z3 returned UNSAT
44,9,./board_images/board9_44.png,9,True,31,31,False,745.6331253051758,unsat,Z3 returned UNSAT
45,9,./board_images/board9_45.png,9,True,30,30,False,749.2718696594238,unsat,Z3 returned UNSAT
46,9,./board_images/board9_46.png,9,True,24,24,False,723.4971523284912,unsat,Z3 returned UNSAT
47,9,./board_images/board9_47.png,9,True,30,30,False,749.129056930542,unsat,Z3 returned UNSAT
48,9,./board_images/board9_48.png,9,True,29,29,False,730.2210330963135,unsat,Z3 returned UNSAT
49,9,./board_images/board9_49.png,9,True,32,32,False,742.63596534729,unsat,Z3 returned UNSAT
50,9,./board_images/board9_50.png,9,True,32,32,False,740.8082485198975,unsat,Z3 returned UNSAT
51,9,./board_images/board9_51.png,9,True,31,31,False,742.7027225494385,unsat,Z3 returned UNSAT
52,9,./board_images/board9_52.png,9,True,29,29,False,743.3619499206543,unsat,Z3 returned UNSAT
53,9,./board_images/board9_53.png,9,True,31,31,False,761.0409259796143,unsat,Z3 returned UNSAT
54,9,./board_images/board9_54.png,9,True,28,28,False,850.4619598388672,unsat,Z3 returned UNSAT
55,9,./board_images/board9_55.png,9,True,28,28,False,749.2630481719971,unsat,Z3 returned UNSAT
56,9,./board_images/board9_56.png,9,True,28,28,False,743.5660362243652,unsat,Z3 returned UNSAT
57,9,./board_images/board9_57.png,9,True,28,28,False,790.8821105957031,unsat,Z3 returned UNSAT
58,9,./board_images/board9_58.png,9,True,31,31,False,757.6639652252197,unsat,Z3 returned UNSAT
59,9,./board_images/board9_59.png,9,True,30,30,False,739.9239540100098,unsat,Z3 returned UNSAT
60,9,./board_images/board9_60.png,9,True,29,29,False,745.0129985809326,unsat,Z3 returned UNSAT
61,9,./board_images/board9_61.png,9,True,29,29,False,767.8158283233643,unsat,Z3 returned UNSAT
62,9,./board_images/board9_62.png,9,True,31,31,False,745.5911636352539,unsat,Z3 returned UNSAT
63,9,./board_images/board9_63.png,9,True,28,28,False,737.2691631317139,unsat,Z3 returned UNSAT
64,9,./board_images/board9_64.png,9,True,31,31,False,741.1408424377441,unsat,Z3 returned UNSAT
65,9,./board_images/board9_65.png,9,True,32,32,False,759.2229843139648,unsat,Z3 returned UNSAT
66,9,./board_images/board9_66.png,9,True,30,30,False,743.2682514190674,unsat,Z3 returned UNSAT
67,9,./board_images/board9_67.png,9,True,32,32,False,750.5300045013428,unsat,Z3 returned UNSAT
68,9,./board_images/board9_68.png,9,True,31,31,False,749.4630813598633,unsat,Z3 returned UNSAT
69,9,./board_images/board9_69.png,9,True,29,29,False,735.1207733154297,unsat,Z3 returned UNSAT
70,9,./board_images/board9_70.png,9,True,28,28,False,741.9593334197998,unsat,Z3 returned UNSAT
71,9,./board_images/board9_71.png,9,True,30,30,False,756.3042640686035,unsat,Z3 returned UNSAT
72,9,./board_images/board9_72.png,9,True,30,30,False,755.6769847869873,unsat,Z3 returned UNSAT
73,9,./board_images/board9_73.png,9,True,30,30,False,736.14501953125,unsat,Z3 returned UNSAT
74,9,./board_images/board9_74.png,9,True,27,27,False,744.1301345825195,unsat,Z3 returned UNSAT
75,9,./board_images/board9_75.png,9,True,30,30,False,727.6909351348877,unsat,Z3 returned UNSAT
76,9,./board_images/board9_76.png,9,True,30,30,False,717.5726890563965,unsat,Z3 returned UNSAT
77,9,./board_images/board9_77.png,9,True,29,29,False,742.4461841583252,unsat,Z3 returned UNSAT
78,9,./board_images/board9_78.png,9,True,31,31,False,733.7648868560791,unsat,Z3 returned UNSAT
79,9,./board_images/board9_79.png,9,True,31,31,False,758.0499649047852,unsat,Z3 returned UNSAT
80,9,./board_images/board9_80.png,9,True,30,30,False,747.1508979797363,unsat,Z3 returned UNSAT
81,9,./board_images/board9_81.png,9,True,32,32,False,735.7711791992188,unsat,Z3 returned UNSAT
82,9,./board_images/board9_82.png,9,True,31,31,False,730.9558391571045,unsat,Z3 returned UNSAT
83,9,./board_images/board9_83.png,9,True,27,27,False,732.1999073028564,unsat,Z3 returned UNSAT
84,9,./board_images/board9_84.png,9,True,31,31,False,735.0618839263916,unsat,Z3 returned UNSAT
85,9,./board_images/board9_85.png,9,True,31,31,False,755.4967403411865,unsat,Z3 returned UNSAT
86,9,./board_images/board9_86.png,9,True,30,30,False,748.4018802642822,unsat,Z3 returned UNSAT
87,9,./board_images/board9_87.png,9,True,31,31,False,756.727933883667,unsat,Z3 returned UNSAT
88,9,./board_images/board9_88.png,9,True,29,29,False,748.2311725616455,unsat,Z3 returned UNSAT
89,9,./board_images/board9_89.png,9,True,26,26,False,724.783182144165,unsat,Z3 returned UNSAT
90,9,./board_images/board9_90.png,9,True,29,29,False,739.7060394287109,unsat,Z3 returned UNSAT
91,9,./board_images/board9_91.png,9,True,31,31,False,740.4260635375977,unsat,Z3 returned UNSAT
92,9,./board_images/board9_92.png,9,True,30,30,False,742.0611381530762,unsat,Z3 returned UNSAT
93,9,./board_images/board9_93.png,9,True,29,29,False,758.7320804595947,unsat,Z3 returned UNSAT
94,9,./board_images/board9_94.png,9,True,31,31,False,743.798017501831,unsat,Z3 returned UNSAT
95,9,./board_images/board9_95.png,9,True,30,30,False,722.4609851837158,unsat,Z3 returned UNSAT
96,9,./board_images/board9_96.png,9,True,28,28,False,722.6691246032715,unsat,Z3 returned UNSAT
97,9,./board_images/board9_97.png,9,True,30,30,False,799.4222640991211,unsat,Z3 returned UNSAT
98,9,./board_images/board9_98.png,9,True,29,29,False,914.9439334869385,unsat,Z3 returned UNSAT
99,9,./board_images/board9_99.png,9,True,32,32,False,808.7549209594727,unsat,Z3 returned UNSAT
